Gene names	Transcript names
Traf2	NM_001107815
Edf1	NM_001106557
Mamdc4	NM_145768
Phpt1	NM_001106558
Rabl6	NM_001108573
Ccdc183	NM_001025040
Tmem141	NM_001109197
Fcna	NM_031348
Lcn8	NM_001128183
Lcn5	NM_024136
Lcn6	NM_001001519
Lcn10	NM_001128137
Obp2a	NM_001128139
Bmyc	NM_001013163
Lcn11	NM_001135809
Obp2b	NM_173148
Glt6d1	NM_001106559
Lcn9	NM_001106560
Sohlh1	NM_001191852
Kcnt1	NM_021853
Camsap1	NM_001168549
Rpl8	NM_001034916_1
Ubac1	NM_001007742
Nacc2	NM_001100533
RGD1564379	NM_001126295
Qsox2	NM_001109434
RGD1565512	NM_001134617
Gpsm1	NM_144745
Gpsm1	NM_001145469
	NR_024073
Dnlz	NM_001130990
Card9	NM_022303
Sdccag3	NM_001013135
Pmpca	NM_001003673
Inpp5e	NM_053632
Sec16a	NM_001276417
Notch1	NM_001105721
Egfl7	NM_139104
	NR_037353
	NR_031871
Agpat2	NM_001107821
Fam69b	NM_001014178
Vegp2	NM_053574
Lcn1	NM_022945
Rpl9	NM_001007598_2
Rps13	NM_130432_1
Abo	NM_001160263
Med22	NM_001077679
Rpl7a	NM_001114391_2
Surf1	NM_172068
Surf2	NM_001033866_1
Gbgt1	NM_023094
Abo2	NM_001271298
Surf6	NM_001015014
Med22	NM_001077679_1
Rpl7a	NM_001114391_3
Surf1	NM_172068_1
Surf2	NM_001033866
Surf4	NM_001033868
Stkld1	NM_001107822
Rexo4	NM_001033884
Cacfd1	NM_001106561
Slc2a6	NM_001106562
Tmem8c	NM_001134517
Fam163b	NM_001109458
Dbh	NM_013158
Sardh	NM_053664
Vav2	NM_001106563
Brd3	NM_001108575
	NR_106709
Wdr5	NM_001039034
Rxra	NM_012805
Col5a1	NM_134452
Fcnb	NM_053634
Olfm1	NM_053573
RGD1306233	NM_001106564
Mrps2	NM_001108576
Ralgds	NM_019250
Cel	NM_016997
Gtf3c5	NM_001079941
Gfi1b	NM_001107823
Tsc1	NM_021854
Rsb66	NM_181694
Ak8	NM_001004266
Gtf3c4	NM_001109473
Ddx31	NM_001107824
Barhl1	NM_057109
RGD1564114	NM_001127563
Ntng2	NM_001107825
Med27	NM_001106565
Trub2	NM_001014257
Coq4	NM_001031662
Slc27a4	NM_001100706
Urm1	NM_001137562
	NR_037382
	NR_031933
Cercam	NM_001011962
Odf2	NM_001145005
Odf2	NM_017213
Gle1	NM_001025731
Sptan1	NM_171983
Wdr34	NM_001005542
Pkn3	NM_001047861
Zdhhc12	NM_001013239
Zer1	NM_001100707
Endog	NM_001034938
LOC499770	NM_001047110
Ccbl1	NM_001013164
Lrrc8a	NM_001024782
Phyhd1	NM_001013081
Dolk	NM_001107826
Sh3glb2	NM_001009692
Fam73b	NM_001106566
Dolpp1	NM_001106567
Crat	NM_001004085
Ppp2r4	NM_001108577
Ier5l	NM_001025041
Aif1l	NM_001108578
Lamc3	NM_001107830
Fibcd1	NM_001107829
Qrfp	NM_198200
RGD1311084	NM_001100979
Ntmt1	NM_001025019
Asb6	NM_001011963
Prrx2	NM_001105739
Ptges	NM_021583
Tor1b	NM_001039197
Tor1a	NM_153303
RGD1305178	NM_001025003
Usp20	NM_001107827
Fnbp1	NM_138914
Fibcd1	NM_001107829_1
Qrfp	NM_198200_1
Abl1	NM_001100850
Exosc2	NM_001108952
Fubp3	NM_001039337
Ass1	NM_013157
Ncs1	NM_024366
Gpr107	NM_001107828
Nup214	NM_001168559
Ppapdc3	NM_001012349
Pomt1	NM_053406
Uck1	NM_001107831
Swi5	NM_001246661
Golga2	NM_022596
Dnm1	NM_080689
Ciz1	NM_001106568
Lcn2	NM_130741
Ptges2	NM_001107832
Slc25a25	NM_145677
Dpm2	NM_019252
St6galnac6	NM_001015036
Ak1	NM_024349
Eng	NM_001010968
Fpgs	NM_001146125
Cdk9	NM_001007743
Sh2d3c	NM_001108579
Tor2a	NM_001007744
LOC499781	NM_001100869
Stxbp1	NM_013038
Fam129b	NM_001109885
Lrsam1	NM_001107833
Rpl12	NM_001109198
Slc2a8	NM_053494
Angptl2	NM_133569
Zbtb43	NM_001012094
Lmx1b	NM_053709
Mvb12b	NM_001271232
Pbx3	NM_001107834
Mapkap1	NM_001011964
Hspa5	NM_013083
Rabepk	NM_001024871
Fbxw2	NM_001107835
Psmd5	NM_001106569
RGD1564854	NM_001109341
Phf19	NM_001106570
Traf1	NM_001271240
Rab14	NM_053589
Gsn	NM_001004080
Stom	NM_001011965
Ggta1l1	NM_001037583
Srm	NM_053464
LOC502618	NM_001037366
Ggta1	NM_145674
Dab2ip	NM_138710
Ndufa8	NM_001047862
Morn5	NM_001047912
Lhx6	NM_001107837
Rbm18	NM_001107838
Mrrf	NM_001008354
Ptgs1	NM_017043
Olr395	NM_001000559
Olr396	NM_001000831
Olr397	NM_001000380
Olr398	NM_001000830
Olr399	NM_001000560
Olr400	NM_001000379
Olr401	NM_001000829
Olr402	NM_001001014
Olr403	NM_001000381
Olr404	NM_001000382
Olr406	NM_001000383
Olr407	NM_001000828
Olr408	NM_001000384
Olr409	NM_001000827
Olr410	NM_001000969
Olr411	NM_001000385
Olr413	NM_001000826
Olr414	NM_020106
Olr415	NM_001000386
Olr416	NM_001000387
Olr417	NM_001000388
Olr418	NM_001000825
Olr419	NM_001000968
Olr420	NM_001000389
Olr421	NM_001000824
Olr422	NM_001000390
Olr423	NM_001000391
Olr424	NM_001000392
Olr425	NM_001000393
Olr427	NM_001000823
Olr428	NM_001000394
Olr429	NM_001000395
Olr434	NM_001000397
Pdcl	NM_022247
Rc3h2	NM_001107839
Zbtb6	NM_001108953
Zbtb26	NM_001107840
Rabgap1	NM_001107841
Gpr21	NM_001109554
Strbp	NM_053416
Crb2	NM_001135761
Dennd1a	NM_001191747
Lhx2	NM_001106571
Nek6	NM_182953
Nek6	NM_001277232
Psmb7	NM_053532
Rps20	NM_001007603
Nr5a1	NM_001191099
	NR_031898
	NR_031900
Olfml2a	NM_001106572
Rpl35	NM_212511
Arpc5l	NM_001037767
Golga1	NM_001107842
Ppp6c	NM_133589
Lrp1b	NM_001107843
Kynu	NM_053902
Arhgap15	NM_001013917
Gtdc1	NM_001024274
Zeb2	NM_001033701
Acvr2a	NM_031571
Orc4	NM_199092
Epc2	NM_001108581
Kif5c	NM_001107730
Lypd6b	NM_001134580
Ns5atp4	NM_207607
Mmadhc	NM_001004280
LOC499796	NM_001047951
Rnd3	NM_001007641
Tas2r134	NM_001013915
Rbm43	NM_001037649
Nmi	NM_001034148
Tnfaip6	NM_053382
Arl5a	NM_053979
Cacnb4	NM_001105733
Stam2	NM_001012085
Prpf40a	NM_001106480
Arl6ip6	NM_001024310
Rprm	NM_001044276
Galnt13	NM_199106
Kcnj3	NM_031610
Nr4a2	NM_019328
Gpd2	NM_012736
Galnt5	NM_031796
Ermn	NM_001008311
Cytip	NM_001012086
Acvr1c	NM_139090
Acvr1	NM_024486
	NR_003722
Upp2	NM_001106481
Ccdc148	NM_001107732
Dapl1	NM_001108582
Tanc1	NM_001002854
Wdsub1	NM_001014179
Baz2b	NM_001108260
LOC100361645	NM_001177816
March7	NM_001012087
Cd302	NM_001013916
	NR_106679
Pla2r1	NM_001100837
Itgb6	NM_001004263
Rbms1	NM_001012184
Tank	NM_001164073
Tank	NM_145788
Psmd14	NM_001025689
Tbr1	NM_001191070
Slc4a10	NM_178092
Dpp4	NM_012789
Gcg	NM_012707
Fap	NM_138850
Ifih1	NM_001109199
Gca	NM_001106483
Kcnh7	NM_131912
Fign	NM_001106484
Grb14	NM_031623
Scn3a	NM_013119
Scn2a	NM_012647
Csrnp3	NM_001271225
Galnt3	NM_001015032
Ttc21b	NM_001191737
Scn1a	NM_030875
Scn9a	NM_133289
Scn7a	NM_031686
Xirp2	NM_201989
B3galt1	NM_001108954
Stk39	NM_019362
Nostrin	NM_001024260
Spc25	NM_001009654
Abcb11	NM_031760
Dhrs9	NM_130819
Lrp2	NM_030827
Bbs5	NM_001108583
Klhl41	NM_057191
Fastkd1	NM_001191738
Ppig	NM_031793
Ccdc173	NM_001127486
Phospho2	NM_001007642
Klhl23	NM_001134504
Ssb	NM_031119
Mettl5	NM_001114181
Myo3b	NM_001191901
Sp5	NM_001106552
Erich2	NM_001024311
Gad1	NM_017007
Gorasp2	NM_001007720
Tlk1	NM_001107734
Tlk1	NM_001107734_1
Dcaf17	NM_001177688
Cybrd1	NM_001011954
Dync1i2	NM_053880
Dync1i2	NM_001270624
Dync1i2	NM_001270625
Hat1	NM_001009657
Metap1d	NM_001107812
Dlx1	NM_001100531
Dlx2	NM_001191746
Itga6	NM_053725
Pdk1	NM_053826
Cdca7	NM_001025693
Ola1	NM_001033927
Sp9	NM_001191902
Cir1	NM_001007799
Scrn3	NM_001013162
Gpr155	NM_001107811
Wipf1	NM_057192
Chrna1	NM_024485
Chn1	NM_032083
Atf2	NM_031018
Atp5g3	NM_053756
Lnp	NM_001077429
Hoxd13	NM_001105886
Hoxd12	NM_001191903
Hoxd10	NM_001107094
Hoxd9	NM_001173469
Hoxd4	NM_001105885
	NR_031815
Hoxd3	NM_001271038
Hoxd1	NM_001105884
Mtx2	NM_001008286
Hnrnpa3	NM_001111295
Hnrnpa3	NM_001111294
Hnrnpa3	NM_198132
Nfe2l2	NM_031789
Agps	NM_053350
Ttc30b	NM_001127607
Ttc30a1	NM_001029918
Ttc30a	NM_001271494
Pde11a	NM_080893
Pde11a	NM_001127481
Pde11a	NM_001127480
Cyct	NM_012840
Rbm45	NM_153306
Osbpl6	NM_001107735
Prkra	NM_001024780
Fkbp7	NM_001106485
Plekha3	NM_001013077
Sestd1	NM_001134514
Zfp385b	NM_001107736
RGD1564319	NM_001126290
Ube2e3	NM_001047857
Itga4	NM_001107737
Neurod1	NM_019218
Ssfa2	NM_001107738
Ppp1r1c	NM_001109200
Pde1a	NM_030871
Dnajc10	NM_001106486
Frzb	NM_001100527
Nckap1	NM_031618
Dusp19	NM_001107739
Nup35	NM_001004229
Zc3h15	NM_001010963
Zswim2	NM_001011960
Calcrl	NM_012717
Tfpi	NM_017200
Tfpi	NM_001177321
Ctnnd1	NM_001107740
RGD1563348	NM_001114939
Tmx2	NM_001007643
Med19	NM_001107741
Zdhhc5	NM_001039338
Clp1	NM_001009599
Ypel4	NM_001024369
	NR_031876
	NR_037388
Serping1	NM_199093
Ube2l6	NM_001024755
Smtnl1	NM_001191739
Timm10	NM_172074
Slc43a1	NM_001107742
Rtn4rl2	NM_181380
Slc43a3	NM_001107743
Prg2	NM_031619
Prg3	NM_001106487
P2rx3	NM_001270621
	NR_073054
P2rx3	NM_031075
Ssrp1	NM_031121
Aplnr	NM_031349
Lrrc55	NM_001122975
Olr436	NM_001000688
Olr439	NM_001000281
Olr440	NM_001000282
Olr441	NM_001000283
Olr442	NM_001000284
Olr443	NM_001000285
Olr444	NM_001001123
Olr445	NM_001001049
Olr446	NM_001001050
Olr447	NM_001000286
Olr448	NM_001000287
Olr450	NM_001000288
Olr453	NM_001000289
Olr454	NM_001000290
Olr455	NM_001000291
Olr456	NM_001000687
Olr458	NM_001000292
Olr459	NM_001000293
Olr461	NM_001000294
Olr462	NM_001000295
Olr463	NM_001000934
Olr464	NM_001000296
Olr465	NM_001000297
Olr466	NM_001000298
Olr468	NM_001001124
Olr469	NM_001000299
Olr470	NM_001000300
Olr471	NM_001001125
Olr472	NM_001000301
Olr473	NM_001000302
Olr475	NM_001000686
Olr476	NM_001000303
Olr477	NM_001000304
Olr479	NM_001000305
Olr480	NM_001000685
Olr481	NM_001000684
Olr482	NM_001000561
Olr483	NM_001000683
Olr484	NM_001000306
Olr485	NM_001000307
Olr486	NM_001000682
Olr488	NM_001000308
Olr490	NM_001000933
Olr491	NM_001000932
Olr493	NM_001000309
Olr495	NM_001000310
Olr496	NM_001000681
Olr499	NM_001000931
Olr500	NM_001000680
Olr502	NM_001000311
Olr505	NM_001000679
Olr507	NM_001000678
Olr508	NM_001000677
Olr510	NM_001000312
Olr513	NM_001000313
Olr514	NM_001000314
Olr515	NM_001000315
Olr516	NM_001000316
Olr517	NM_001000317
Olr522	NM_001000562
Olr520	NM_001000930
Olr519	NM_001000318
Olr518	NM_001000676
Olr526	NM_001001375
Olr527	NM_001000675
Olr528	NM_001000319
Olr529	NM_001000674
Olr530	NM_001001376
Olr531	NM_001001051
Olr532	NM_001000563
Olr533	NM_001000673
Olr535	NM_001000672
Olr536	NM_001000564
Olr537	NM_001000671
Olr539	NM_001000320
Olr540	NM_001000321
Olr541	NM_001000565
Olr490	NM_001000933_1
Olr491	NM_001000932_1
Olr493	NM_001000309_1
Olr495	NM_001000310_1
Olr496	NM_001000681_1
Olr499	NM_001000931_1
Olr544	NM_001001052
Olr545	NM_001001053
Olr550	NM_001000322
Olr550	NM_001000322_1
Olr551	NM_001000670
Olr542	NM_001000566
Olr545	NM_001001053_1
Olr546	NM_001001054
Olr552	NM_001001055
Olr554	NM_001000323
Olr555	NM_001001377
Olr556	NM_001000929
Olr557	NM_001000669
Olr558	NM_001000324
Olr559	NM_001000668
Olr560	NM_001000325
Olr561	NM_001000511
Olr562	NM_001000667
Olr563	NM_001000666
Olr566	NM_001000665
Pramel6	NM_001109342
Olr567	NM_001000326
Olr569	NM_001000664
Actg1	NM_001127449_1
Olr575	NM_001000327
Olr576	NM_001000328
Olr577	NM_001000567
Olr578	NM_001000568
Olr597	NM_001000331
Olr598	NM_001000332
Olr581	NM_001000663
Olr582	NM_001000662
Olr583	NM_001000928
Olr584	NM_001000661
Olr586	NM_001000660
Olr587	NM_001000659
Olr588	NM_001000329
Olr590	NM_001000658
Olr592	NM_001000330
Olr594	NM_001000657
Olr595	NM_001006596
Olr596	NM_001001056
Olr597	NM_001000331_1
Olr598	NM_001000332_1
Olr601	NM_001000512
Olr602	NM_001000333
Olr604	NM_001000656
Olr606	NM_001000927
Olr607	NM_001000334
Olr608	NM_001000655
Olr609	NM_001000335
Olr610	NM_001000336
Olr613	NM_001000654
Olr614	NM_001000337
Olr619	NM_001000338
Olr611	NM_001000926
Olr623	NM_001000651
Olr621	NM_001000652
Olr624	NM_001000650
Olr625	NM_001000649
Olr629	NM_001001058
Olr630	NM_001001059
Olr631	NM_001000339
Olr633	NM_001000648
Olr634	NM_001000647
Olr635	NM_001000646
Olr636	NM_001000645
Olr637	NM_001001126_1
Olr639	NM_001000340
Olr640	NM_001000644
Olr641	NM_001000643
Olr646	NM_001000642
Olr648	NM_001000641
Olr649	NM_001000640
Olr650	NM_001000639
Olr651	NM_001000341
Olr658	NM_001000344
Olr653	NM_001000637
Olr654	NM_001000636
Olr652	NM_001000638
Olr655	NM_001000342
Olr637	NM_001001126_2
Olr639	NM_001000340_1
Olr637	NM_001001126
Olr639	NM_001000340_2
Olr657	NM_001000343
Olr658	NM_001000344_1
Olr659	NM_001000345
Olr660	NM_001000635
Olr661	NM_001000925
Olr662	NM_001001060
Olr663	NM_001000346
Olr664	NM_001000347
Olr665	NM_001000634
Olr666	NM_001000924
Olr668	NM_001000348
Olr669	NM_001000349
Olr670	NM_001000633
Olr671	NM_001001061
Olr672	NM_001000350
Olr674	NM_001000352
Olr675	NM_001000632
Olr677	NM_001001062
Olr678	NM_001000353
Olr679	NM_001000354
Olr681	NM_001000631
Olr684	NM_001001378
Olr686	NM_001000355
Olr687	NM_001000356
Olr689	NM_001000997
Olr690	NM_001000569
Olr691	NM_001000630
Olr693	NM_001000629
Olr694	NM_001000357
Olr695	NM_001000628
Olr696	NM_001001063
Olr697	NM_001001064
Olr698	NM_001000513
Olr703	NM_001000359
Olr701	NM_001000627
Olr695	NM_001000628_1
Olr713	NM_001000360
Olr714	NM_001000923
Olr704	NM_001000626
Olr705	NM_001000570
Olr707	NM_001001065
Olr709	NM_001001066
Olr710	NM_001000571
Olr711	NM_001000625
Olr712	NM_001000624
Olr715	NM_001000623
Olr716	NM_001000622
Olr717	NM_001000621
Olr718	NM_001000361
Olr720	NM_001001067
Olr721	NM_001000362
Olr722	NM_001000572
Olr724	NM_001000573
Olr725	NM_001000514
Olr726	NM_001000620
Olr727	NM_001000619
Olr728	NM_001000363
Olr729	NM_001000574
Olr731	NM_001000364
Olr733	NM_001000618
Olr734	NM_001000617
Olr735	NM_001000922
Olr736	NM_001001384
Olr737	NM_001000616
Olr741	NM_001000575
Olr742	NM_001000576
Olr744	NM_001000577
Olr745	NM_001000578
Ptprj	NM_017269
Nup160	NM_001107744
Fnbp4	NM_001013159
Mtch2	NM_001106488
C1qtnf4	NM_001107745
Ndufs3	NM_001106489
Kbtbd4	NM_001107746
Ptpmt1	NM_001105726
Celf1	NM_001025421
Rapsn	NM_001108584
Psmc3	NM_031595
Slc39a13	NM_001039196
Spi1	NM_001005892
Mybpc3	NM_001106490
Madd	NM_053585
Nr1h3	NM_031627
Acp2	NM_016988
Ddb2	NM_001271346
Pacsin3	NM_001009966
Arfgap2	NM_001033707
RGD1309540	NM_001013918
Lrp4	NM_031322
F2	NM_022924
Arhgap1	NM_001107747
Atg13	NM_001271212
Harbi1	NM_001113793
Ambra1	NM_001134341
Chrm4	NM_031547
Mdk	NM_030859
Dgkz	NM_031143
Creb3l1	NM_001005562
Gyltl1b	NM_199107
Pex16	NM_001012088
RGD1563263	NM_001109201
Mapk8ip1	NM_053777
Cry2	NM_133405
Slc35c1	NM_001107748
Chst1	NM_001011955
Syt13	NM_030839
Prdm11	NM_001271530
Tp53i11	NM_001107749
Tspan18	NM_001107750
Cd82	NM_031797
Alx4	NM_001106553
Ext2	NM_001107751
Accs	NM_001267534
Accsl	NM_001109594
RGD1564664	NM_001110055
Alkbh3	NM_001014180
Hsd17b12	NM_032066
	NR_031792
Ttc17	NM_001107752
Api5	NM_001127379
Lrrc4c	NM_001107753
LOC499843	NM_001047953
RGD1309730	NM_001106491
Rag2	NM_001100528
Rag1	NM_053468
Traf6	NM_001107754
Prr5l	NM_001080150
Commd9	NM_001033692
Trim44	NM_001013203
Fjx1	NM_001108955
Pamr1	NM_001107755
Slc1a2	NM_017215
Slc1a2	NM_001035233
Slc1a2	NM_001302089
Cd44	NM_012924
Pdhx	NM_001044242
Apip	NM_001106492
Ehf	NM_001106493
Elf5	NM_001108956
Cat	NM_012520
Abtb2	NM_134403
Nat10	NM_001107756
Caprin1	NM_001012185
Lmo2	NM_001244779
Lmo2	NM_001244780
Lmo2	NM_001244781
Lmo2	NM_001037358
Fbxo3	NM_001109606
Cd59	NM_012925
RGD1563222	NM_001108585
Hipk3	NM_031787
Cstf3	NM_001077672
Tcp11l1	NM_001109202
Depdc7	NM_001029916
Qser1	NM_001139493
Prrg4	NM_001109203
Eif3m	NM_001168523
Wt1	NM_031534
LOC691083	NM_001144862
Rcn1	NM_001108586
Pax6	NM_013001
RGD1566052	NM_001115047
Dnajc24	NM_001191853
Dcdc5	NM_001114621
Mpped2	NM_198778
Arl14ep	NM_001014045
Fshb	NM_001007597
Kcna4	NM_012971
Mettl15	NM_001024981
Kif18a	NM_001137642
Bdnf	NM_012513
Bdnf	NM_001270637
Bdnf	NM_001270632
Bdnf	NM_001270631
Bdnf	NM_001270635
Bdnf	NM_001270633
Bdnf	NM_001270638
Bdnf	NM_001270630
Bdnf	NM_001270636
Bdnf	NM_001270634
Lin7c	NM_021851
Lgr4	NM_173328
Ccdc34	NM_001108587
Bbox1	NM_022629
Fibin	NM_001025042
Slc5a12	NM_001108588
Muc15	NM_001044301
Olr747	NM_001001068
Olr748	NM_001000365
Olr749	NM_001000615
Olr750	NM_001000366
Olr752	NM_001000367
Olr753	NM_001000921
Olr754	NM_001000368
Olr756	NM_001000614
Olr757	NM_001000613
Olr758	NM_001000369
Olr760	NM_001001069
Olr766	NM_001000996
Olr767	NM_001000611
Olr768	NM_001000919
Olr769	NM_001000371
Olr770	NM_001000372
Olr771	NM_001000610
Olr772	NM_001000609
Olr773	NM_001000373
Olr774	NM_001000918
Olr775	NM_001000374
Olr776	NM_001000608
Olr777	NM_001000579
Olr778	NM_001000607
Olr779	NM_001000917
Olr780	NM_001000606
Olr781	NM_001000375
Olr782	NM_001000605
Olr783	NM_001000376
Olr784	NM_001000604
Olr785	NM_001000603
Olr786	NM_001000916
Olr788	NM_001000602
Olr789	NM_001000377
Olr790	NM_001000915
Olr791	NM_001000580
Olr784	NM_001000604_1
Olr786	NM_001000916_1
Olr789	NM_001000377_1
Olr792	NM_001000378
Olr795	NM_001000601
Olr796	NM_001000600
Lpcat4	NM_001106494
Nutm1	NM_001108957
Nop10	NM_001126100
Slc12a6	NM_001109630
Emc4	NM_001106495
Katnbl1	NM_001109645
Emc7	NM_001106496
Chrm5	NM_017362
Aven	NM_001107757
Grem1	NM_019282
Scg5	NM_013175
Arhgap11a	NM_001168524
Gjd2	NM_019281
Actc1	NM_019183
Aqr	NM_001100987
Dph6	NM_001014181
Meis2	NM_001107758
Spred1	NM_001047089
	NR_032290
Rasgrp1	NM_019211
Thbs1	NM_001013062
Fsip1	NM_001013078
Gpr176	NM_001270986
Eif2ak4	NM_001105744
Srp14	NM_001106497
Bmf	NM_139258
Bub1b	NM_138540
Pak6	NM_001106498
Plcb2	NM_053478
Phgr1	NM_001305384
Disp2	NM_001107759
Knstrn	NM_001004264
Ivd	NM_012592
Chst14	NM_001109639
Ccdc32	NM_001024245
Rpusd2	NM_001135845
Casc5	NM_001170594
Rad51	NM_001109204
Rmdn3	NM_001014046
Gchfr	NM_133595
Dnajc17	NM_001191740
Zfyve19	NM_001034948
Ppp1r14d	NM_172011
Spint1	NM_001004265
Rhov	NM_138542
Vps18	NM_001106499
Dll4	NM_001107760
Chac1	NM_001173437
Ino80	NM_001261404
Exd1	NM_001107761
Chp1	NM_024139
	NR_130141
Nusap1	NM_001107762
Ndufaf1	NM_001106500
Rtf1	NM_001108958
Itpka	NM_031045
Ltk	NM_001107763
Rpap1	NM_001033999
Tyro3	NM_017092
Mapkbp1	NM_001108589
Jmjd7	NM_001114656
Pla2g4b	NM_001107764
Ehd4	NM_139324
Vps39	NM_001012186
Ganc	NM_001145840
Capn3	NM_017117
Snap23	NM_022689
Lrrc57	NM_001012354
Rpusd2	NM_001135845_1
Ttbk2	NM_001107766
Ubr1	NM_001178072
Ccndbp1	NM_001013204
Epb42	NM_001108590
Lcmt2	NM_001011956
Adal	NM_001014047
Map1a	NM_030995
Ppip5k1	NM_001080783
Ckmt1b	NM_001012738
Catsper2	NM_001012220
Pdia3	NM_017319
Ell3	NM_001011957
Serf2	NM_001098782
Serinc4	NM_001110811
Hypk	NM_001305263
Mfap1a	NM_001191964
Casc4	NM_001271283
Ctdspl2	NM_001014048
Eif3j	NM_001077670
Spg11	NM_001191571
B2m	NM_012512
Trim69	NM_001013160
LOC691952	NM_001109652
Sord	NM_017052
Duox2	NM_024141
Duoxa2	NM_001191965
Duoxa1	NM_001107767
Duox1	NM_153739
Slc28a2	NM_031664
Gatm	NM_031031
Spata5l1	NM_001109647
MGC105649	NM_001008518
	NR_032264
Slc30a4	NM_172066
Bloc1s6	NM_001025714
Sqrdl	NM_001047913
Sema6d	NM_001107768
Slc24a5	NM_001107769
Myef2	NM_001013205
Ctxn2	NM_001162935
Slc12a1	NM_001270617
Slc12a1	NM_001270618
	NR_073053
Dut	NM_053592
Dut	NM_001040271
Fbn1	NM_031825
Shc4	NM_001191065
Eid1	NM_001109205
Secisbp2l	NM_001168527
Cops2	NM_153297
Galk2	NM_001013919
Fam227b	NM_001013920
Fgf7	NM_022182
Dtwd1	NM_001013921
Slc27a2	NM_031736
Hdc	NM_017016
Gabpb1	NM_001039036
Usp8	NM_001106502
Trpm7	NM_053705
LOC100363112	NM_001177822
Sppl2a	NM_001107770
Ap4e1	NM_001191742
Blvra	NM_053850
Itpripl1	NM_001025043
Snrnp200	NM_001037766
Ciao1	NM_001008766
Tmem127	NM_001100978
Stard7	NM_001106503
Dusp2	NM_001012089
Astl	NM_001106504
Adra2b	NM_138505
Gpat2	NM_001168529
Fahd2a	NM_001134834
Kcnip3	NM_032462
Prom2	NM_138857
Mrps5	NM_001106505
Mal	NM_012798
Mall	NM_001014182
Nphp1	NM_001106506
Bub1	NM_001106507
Acoxl	NM_001106508
Bcl2l11	NM_171988
Bcl2l11	NM_022612
Bcl2l11	NM_171989
	NR_110721
LOC499886	NM_001024312
Anapc1	NM_001107771
Mertk	NM_022943
Tmem87b	NM_001191854
Zc3h8	NM_001012090
Zc3h6	NM_001107772
Ttl	NM_138536
Polr1b	NM_031773
Chchd5	NM_001106509
Slc20a1	NM_031148
Il1a	NM_017019
Il1b	NM_031512
RGD1566226	NM_001134515
Sirpa	NM_013016
Pdyn	NM_019374
Stk35	NM_001107773
Tgm3	NM_001108959
Snrpb	NM_134358
Tmc2	NM_001106510
Nop56	NM_001025732
Idh3B	NM_053581
Ebf4	NM_001191076
Cpxm1	NM_001106511
Pced1a	NM_001012348
Vps16	NM_001005541
Ptpra	NM_012763
Mrps26	NM_001013206
Oxt	NM_012996
Avp	NM_016992
Ubox5	NM_001033997
Lzts3	NM_172022
Ddrgk1	NM_001106512
Itpa	NM_001107774
Slc4a11	NM_001107775
RGD1565616	NM_001109206
Atrn	NM_031351
Gfra4	NM_023967
Siglec1	NM_001107777
Hspa12b	NM_001107778
RGD1311739	NM_001025691
Spef1	NM_001039024
Cdc25b	NM_133572
Ap5s1	NM_001134618
Mavs	NM_001005556
Pank2	NM_001106513
	NR_031860
Rnf24	NM_001108591
Smox	NM_001134854
Adra1d	NM_024483
Prnp	NM_012631
Prnd	NM_001102431
Rassf2	NM_001037096
Slc23a2	NM_017316
Tmem230	NM_001048043
Pcna	NM_022381
Cds2	NM_053643
Prokr2	NM_138978
Gpcpd1	NM_198779
Chgb	NM_012526
Trmt6	NM_001107779
Mcm8	NM_001106514
Crls1	NM_001014258
Fermt1	NM_001106515
Bmp2	NM_017178
Hao1	NM_001107780
Tmx4	NM_001100529
Plcb1	NM_001077641
Plcb4	NM_024353
Lamp5	NM_001014183
Pak7	NM_001107781
Ankef1	NM_001106516
Snap25	NM_030991
Snap25	NM_001270575
Snap25	NM_001270576
Mkks	NM_001008353
Slx4ip	NM_001271320
Jag1	NM_019147
Btbd3	NM_001107782
Sptlc3	NM_001106517
Ism1	NM_001134552
Tasp1	NM_001044243
Esf1	NM_001100771
Ndufaf5	NM_001126371
Sel1l2	NM_001014049
Flrt3	NM_001126291
Kif16b	NM_001107783
Snrpb2	NM_001108592
Otor	NM_001108960
Pcsk2	NM_012746
Bfsp1	NM_031555
Dstn	NM_001033666
Snx5	NM_001106518
Mgme1	NM_001009655
Ovol2	NM_001106519
Csrp2bp	NM_001191855
Zfp133	NM_001024313
Polr3f	NM_001107784
Rbbp9	NM_019219
Sec23b	NM_001277235
RGD1566320	NM_001106520
Dtd1	NM_001108594
Scp2d1	NM_001107785
Slc24a3	NM_053505
Rin2	NM_001107786
Naa20	NM_001108595
Crnkl1	NM_053797
Xrn2	NM_001108596
Nkx2-2	NM_001191904
Pax1	NM_001107787
Foxa2	NM_012743
Sstr4	NM_013036
Thbd	NM_031771
Cd93	NM_053383
Nxt1	NM_001106521
	NR_130708
Gzf1	NM_001107788
Napb	NM_001191966
Cstl1	NM_001106522
Cst11	NM_139085
LOC257643	NM_147137
Cst12	NM_153734
Cst8	NM_019258
Cst13	NM_001109343
Cst9l	NM_001108597
LOC689081	NM_001109522
Cst3	NM_012837
P22k15	NM_199266
Andpro	NM_012718
Cyss	NM_198685
LOC296235	NM_001037350
Cst5	NM_001108961
Syndig1	NM_001025020
Cst7	NM_001106523
Apmap	NM_001034003
Acss1	NM_001106524
Vsx1	NM_001109546
Entpd6	NM_053498
Pygb	NM_013188
Abhd12	NM_001024314
Gins1	NM_001109207
Nanp	NM_001009409
